,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
264,StopPoint:57:411,006006023:21,11317,Centre Commercial Ulis 2 - Piscine,Barceleau,StopPoint:Node:1633194366,Mobicaps,006006023:21,11317,Centre Commercial Ulis 2,Barceleau
265,StopPoint:57:570,006006023:21,41739,Centre Commercial Ulis 2 - Piscine,Bourgogne,StopPoint:Node:2023339957,Mobicaps,006006023:21,41739,Centre Commercial Ulis 2,Bourgogne
266,StopPoint:57:200,006006024:22,2841,Gare de Massy Palaiseau B,Baltique,StopPoint:Node:664269962,Mobicaps,006006024:22,2841,Gare de Massy-Palaiseau,Baltique
267,StopPoint:57:201,006006024:22,11286,Centre Commercial Ulis 2 - Piscine,Baltique,StopPoint:Node:664269963,Mobicaps,006006024:22,11286,Centre Commercial Ulis 2,Baltique
268,StopPoint:57:370,006006024:22,11310,Gare de Massy Palaiseau B,Rond-Point de Mondétour,StopPoint:Node:1345578401,Mobicaps,006006024:22,11310,Gare de Massy-Palaiseau,Rond Point de Mondétour
269,StopPoint:57:391,006006024:22,11315,Centre Commercial Ulis 2 - Piscine,Bathes,StopPoint:Node:1633194367,Mobicaps,006006024:22,11315,Centre Commercial Ulis 2,Bathes
270,StopPoint:57:411,006006024:22,11317,Centre Commercial Ulis 2 - Piscine,Barceleau,StopPoint:Node:1633194366,Mobicaps,006006024:22,11317,Centre Commercial Ulis 2,Barceleau
271,StopPoint:57:570,006006024:22,41739,Gare de Massy Palaiseau B,Bourgogne,StopPoint:Node:2023339957,Mobicaps,006006024:22,41739,Gare de Massy-Palaiseau,Bourgogne
272,StopPoint:57:210,006006025:23,11287,Gare de Massy Palaiseau B,Atlantique 1,StopPoint:Node:5220167434,Mobicaps,006006025:23,11287,Gare de Massy-Palaiseau,Atlantique I
273,StopPoint:57:211,006006025:23,11288,Centre Commercial Ulis 2 - Piscine,Atlantique 1,StopPoint:Node:5324451034,Mobicaps,006006025:23,11288,Centre Commercial Ulis 2,Atlantique I
274,StopPoint:57:221,006006025:23,2839,Centre Commercial Ulis 2 - Piscine,Atlantique 2,StopPoint:Node:5220167431,Mobicaps,006006025:23,2839,Centre Commercial Ulis 2,Atlantique II
276,StopPoint:57:370,006006025:23,11310,Gare de Massy Palaiseau B,Rond-Point de Mondétour,StopPoint:Node:1345578401,Mobicaps,006006025:23,11310,Gare de Massy-Palaiseau,Rond Point de Mondétour
277,StopPoint:57:391,006006025:23,11315,Centre Commercial Ulis 2 - Piscine,Bathes,StopPoint:Node:1633194367,Mobicaps,006006025:23,11315,Centre Commercial Ulis 2,Bathes
278,StopPoint:57:411,006006025:23,11317,Centre Commercial Ulis 2 - Piscine,Barceleau,StopPoint:Node:1633194366,Mobicaps,006006025:23,11317,Centre Commercial Ulis 2,Barceleau
286,StopPoint:49:51900,010010020:1020,421087,Denfert Rochereau,Hôtel de Ville,StopPoint:Node:1374908566,CEAT,010010020:1020,421087,Denfert-Rochereau (Paris),Hôtel de Ville
289,StopPoint:21:1245,011011017:17,427727,GARE RIVE DROITE,LEP JEAN MOULIN,StopPoint:Node:2300985376,Transdev Ile-de-France Ecquevilly,011011017:17,427727,Gare de Versailles Rive Droite,Odéon - L.E.P. Jean Moulin
293,StopPoint:21:1247,011011017:17,427723,GARE RIVE DROITE,CORNEILLE,StopPoint:Node:2121631250,Transdev Ile-de-France Ecquevilly,011011017:17,427723,Gare de Versailles Rive Droite,Corneille
295,StopPoint:21:339,011011017:17,32626,GARE RIVE DROITE,HOPITAL A MIGNOT,StopPoint:Node:1844659540,Transdev Ile-de-France Ecquevilly,011011017:17,32626,Gare de Versailles Rive Droite,Hôpital A. Mignot
299,StopPoint:21:381,011011017:17,32649,GARE RIVE DROITE,Centre Commercial,StopPoint:Node:2811258713,Transdev Ile-de-France Ecquevilly,011011017:17,32649,Gare de Versailles Rive Droite,Noisy-le-Roi - Centre Commercial le Cèdre
300,StopPoint:21:385,011011017:17,32652,GARE RIVE DROITE,Gaillarderie,StopPoint:Node:2811258717,Transdev Ile-de-France Ecquevilly,011011017:17,32652,Gare de Versailles Rive Droite,Noisy-le-Roi - Gaillarderie
302,StopPoint:21:388,011011017:17,14138,GARE RIVE DROITE,Hameau Fleuri,StopPoint:Node:2281094341,Transdev Ile-de-France Ecquevilly,011011017:17,14138,Gare de Versailles Rive Droite,Noisy-le-Roi - Hameau Fleuri
305,StopPoint:21:392,011011017:17,32658,GARE RIVE DROITE,PRES DE RENNEUIL,StopPoint:Node:2811216372,Transdev Ile-de-France Ecquevilly,011011017:17,32658,Gare de Versailles Rive Droite,Noisy-le-Roi - Prés de Renneuil
307,StopPoint:21:395,011011017:17,32661,GARE RIVE DROITE,Tuilerie,StopPoint:Node:5404137370,Transdev Ile-de-France Ecquevilly,011011017:17,32661,Gare de Versailles Rive Droite,Tuilerie
309,StopPoint:21:398,011011017:17,32664,GARE RIVE DROITE,Tuilerie Bignon,StopPoint:Node:5404112407,Transdev Ile-de-France Ecquevilly,011011017:17,32664,Gare de Versailles Rive Droite,Tuilerie Bignon
311,StopPoint:21:623,011011017:17,32818,GARE RIVE DROITE,INRIA,StopPoint:Node:4317572975,Transdev Ile-de-France Ecquevilly,011011017:17,32818,Gare de Versailles Rive Droite,INRIA
313,StopPoint:21:625,011011017:17,4059,GARE RIVE DROITE,Les 3 fontaines,StopPoint:Node:4281928472,Transdev Ile-de-France Ecquevilly,011011017:17,4059,Gare de Versailles Rive Droite,Les 3 Fontaines
315,StopPoint:21:664,011011017:17,427764,GARE RIVE DROITE,Clos Salibert,StopPoint:Node:1368357853,Transdev Ile-de-France Ecquevilly,011011017:17,427764,Gare de Versailles Rive Droite,Clos Salibert
317,StopPoint:21:705,011011017:17,32878,GARE RIVE DROITE,GARE RIVE DROITE,StopPoint:Node:1404775516,Transdev Ile-de-France Ecquevilly,011011017:17,32878,Gare de Versailles Rive Droite,Gare Rive Droite
322,StopPoint:21:788,011011017:17,32922,GARE RIVE DROITE,Guittel Lecoq,StopPoint:Node:4321044041,Transdev Ile-de-France Ecquevilly,011011017:17,32922,Gare de Versailles Rive Droite,Guittel Lecoq
324,StopPoint:21:91,011011017:17,32435,GARE RIVE DROITE,ALLEE DU TILLET,StopPoint:Node:4323165182,Transdev Ile-de-France Ecquevilly,011011017:17,32435,Gare de Versailles Rive Droite,Allée du Tillet
328,StopPoint:21:178,011011017:17S,32497,GARE RIVE DROITE,Carrefour 307,StopPoint:Node:1237664309,Transdev Ile-de-France Ecquevilly,011011017:17S,32497,Gare de Versailles Rive Droite,Carrefour 307
330,StopPoint:21:359,011011017:17S,32637,GARE RIVE DROITE,AVENUE DE CHAVOYE,StopPoint:Node:4590664330,Transdev Ile-de-France Ecquevilly,011011017:17S,32637,Gare de Versailles Rive Droite,Chavoye
332,StopPoint:21:362,011011017:17S,32638,GARE RIVE DROITE,LA CHARDONNIERE,StopPoint:Node:4590664332,Transdev Ile-de-France Ecquevilly,011011017:17S,32638,Gare de Versailles Rive Droite,La Chardonnière
335,StopPoint:21:381,011011017:17S,32649,GARE RIVE DROITE,Centre Commercial,StopPoint:Node:2811258713,Transdev Ile-de-France Ecquevilly,011011017:17S,32649,Gare de Versailles Rive Droite,Noisy-le-Roi - Centre Commercial le Cèdre
338,StopPoint:21:385,011011017:17S,32652,GARE RIVE DROITE,Gaillarderie,StopPoint:Node:2811258717,Transdev Ile-de-France Ecquevilly,011011017:17S,32652,Gare de Versailles Rive Droite,Noisy-le-Roi - Gaillarderie
341,StopPoint:21:392,011011017:17S,32658,GARE RIVE DROITE,PRES DE RENNEUIL,StopPoint:Node:2811216372,Transdev Ile-de-France Ecquevilly,011011017:17S,32658,Gare de Versailles Rive Droite,Noisy-le-Roi - Prés de Renneuil
344,StopPoint:21:395,011011017:17S,32661,GARE RIVE DROITE,Tuilerie,StopPoint:Node:5404137370,Transdev Ile-de-France Ecquevilly,011011017:17S,32661,Gare de Versailles Rive Droite,Tuilerie
347,StopPoint:21:398,011011017:17S,32664,GARE RIVE DROITE,Tuilerie Bignon,StopPoint:Node:5404112407,Transdev Ile-de-France Ecquevilly,011011017:17S,32664,Gare de Versailles Rive Droite,Tuilerie Bignon
348,StopPoint:21:623,011011017:17S,32818,GARE RIVE DROITE,INRIA,StopPoint:Node:4317572975,Transdev Ile-de-France Ecquevilly,011011017:17S,32818,Gare de Versailles Rive Droite,INRIA
349,StopPoint:21:625,011011017:17S,4059,GARE RIVE DROITE,Les 3 fontaines,StopPoint:Node:4281928472,Transdev Ile-de-France Ecquevilly,011011017:17S,4059,Gare de Versailles Rive Droite,Les 3 Fontaines
352,StopPoint:21:664,011011017:17S,427764,GARE RIVE DROITE,Clos Salibert,StopPoint:Node:1368357853,Transdev Ile-de-France Ecquevilly,011011017:17S,427764,Gare de Versailles Rive Droite,Clos Salibert
354,StopPoint:21:667,011011017:17S,14002,GARE RIVE DROITE,Grands Champs,StopPoint:Node:4983900017,Transdev Ile-de-France Ecquevilly,011011017:17S,14002,Gare de Versailles Rive Droite,Grands Champs
355,StopPoint:21:705,011011017:17S,32878,GARE RIVE DROITE,GARE RIVE DROITE,StopPoint:Node:1404775516,Transdev Ile-de-France Ecquevilly,011011017:17S,32878,Gare de Versailles Rive Droite,Gare Rive Droite
358,StopPoint:21:705,011011017:17S,32878,GARE DE MAULE,GARE RIVE DROITE,StopPoint:Node:1404775516,Transdev Ile-de-France Ecquevilly,011011017:17S,32878,Gare de Maule,Gare Rive Droite
362,StopPoint:21:816,011011017:17S,32931,GARE RIVE DROITE,Maurice Cayen,StopPoint:Node:4590664329,Transdev Ile-de-France Ecquevilly,011011017:17S,32931,Gare de Versailles Rive Droite,Maurice Cayen
365,StopPoint:21:91,011011017:17S,32435,GARE RIVE DROITE,ALLEE DU TILLET,StopPoint:Node:4323165182,Transdev Ile-de-France Ecquevilly,011011017:17S,32435,Gare de Versailles Rive Droite,Allée du Tillet
370,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
371,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
372,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
373,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
374,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
375,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
376,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
377,StopPoint:21:777,011195024:95-24,32919,COLLEGE,COLLEGE,StopPoint:Node:4557779757,Busval d'Oise,011195024:95-24,32919,Collège,Collège
410,StopPoint:21:836,011195024:95-24,32933,COLLEGE,Mairie,StopPoint:Node:4557781498,Busval d'Oise,011195024:95-24,32933,Collège,Mairie
411,StopPoint:21:836,011195024:95-24,32933,COLLEGE,Mairie,StopPoint:Node:4557781498,Busval d'Oise,011195024:95-24,32933,Collège,Mairie
415,StopPoint:21:844,011195024:95-24,29750,COLLEGE,COURCELLES,StopPoint:Node:3195224009,Busval d'Oise,011195024:95-24,29750,Collège,Montgeroult
416,StopPoint:21:844,011195024:95-24,29750,COLLEGE,COURCELLES,StopPoint:Node:3195224009,Busval d'Oise,011195024:95-24,29750,Collège,Montgeroult
417,StopPoint:21:846,011195024:95-24,32938,COLLEGE,ROUTE DE COMMENCY,StopPoint:Node:3205265590,Busval d'Oise,011195024:95-24,32938,Collège,Route de Commeny
418,StopPoint:21:862,011195024:95-24,32946,COLLEGE,Transformateur,StopPoint:Node:3163027964,Busval d'Oise,011195024:95-24,32946,Collège,Transformateur
420,StopPoint:8:30001,014014011:11,38017,Victor Basch,Léon Blum,StopPoint:Node:4596127609,CIF,014014011:11,38017,Victor Basch Goussainville,Léon Blum
421,StopPoint:8:30003,014014011:11,20533,Victor Basch,Mairie Annexe,StopPoint:Node:4596123925,CIF,014014011:11,20533,Victor Basch Goussainville,Mairie Annexe
422,StopPoint:8:30005,014014011:11,28306,Victor Basch,Rond point du Christ,StopPoint:Node:2753224295,CIF,014014011:11,28306,Victor Basch Goussainville,Rond-Point du Christ
424,StopPoint:8:30105,014014011:11,38424,Victor Basch,Antoine Demusois,StopPoint:Node:2752181452,CIF,014014011:11,38424,Victor Basch Goussainville,Antoine Demusois
427,StopPoint:8:30109,014014011:11,38470,Victor Basch,Croix Buard,StopPoint:Node:2752181469,CIF,014014011:11,38470,Victor Basch Goussainville,Croix Buard
429,StopPoint:8:30137,014014011:11,28305,Victor Basch,Verdun,StopPoint:Node:2752003105,CIF,014014011:11,28305,Victor Basch Goussainville,Verdun
431,StopPoint:8:30146,014014011:11,38005,Victor Basch,Lycée René Cassin,StopPoint:Node:4657824428,CIF,014014011:11,38005,Victor Basch Goussainville,Lycée René Cassin
433,StopPoint:8:30161,014014011:11,38429,Victor Basch,Ampère/Chartrel,StopPoint:Node:837350622,CIF,014014011:11,38429,Victor Basch Goussainville,Ampère - Chartrel
435,StopPoint:8:30163,014014011:11,423556,Victor Basch,Calvaire,StopPoint:Node:372714306,CIF,014014011:11,423556,Victor Basch Goussainville,Calvaire
437,StopPoint:8:30169,014014011:11,38574,Victor Basch,Carrefour de l Europe,StopPoint:Node:372723102,CIF,014014011:11,38574,Victor Basch Goussainville,Carrefour de l'Europe
439,StopPoint:8:30171,014014011:11,37971,Victor Basch,Chapellerie,StopPoint:Node:837350682,CIF,014014011:11,37971,Victor Basch Goussainville,Chapellerie
441,StopPoint:8:30173,014014011:11,419733,Victor Basch,La Charmeuse,StopPoint:Node:252857714,CIF,014014011:11,419733,Victor Basch Goussainville,La Charmeuse
443,StopPoint:8:30180,014014011:11,38764,Victor Basch,Centre de Secours,StopPoint:Node:370631944,CIF,014014011:11,38764,Victor Basch Goussainville,Centre de Secours
444,StopPoint:8:30183,014014011:11,37988,Victor Basch,Descartes,StopPoint:Node:837350652,CIF,014014011:11,37988,Victor Basch Goussainville,Descartes
446,StopPoint:8:30185,014014011:11,37990,Victor Basch,École Gabriel péri,StopPoint:Node:345242675,CIF,014014011:11,37990,Victor Basch Goussainville,École Gabriel Péri
447,StopPoint:8:30202,014014011:11,37998,Victor Basch,Henri Dunant,StopPoint:Node:837350700,CIF,014014011:11,37998,Victor Basch Goussainville,Henri Dunant
449,StopPoint:8:30207,014014011:11,38578,Victor Basch,Mairie de Goussainville,StopPoint:Node:252857717,CIF,014014011:11,38578,Victor Basch Goussainville,Mairie
451,StopPoint:8:30209,014014011:11,38567,Victor Basch,Marché,StopPoint:Node:837350645,CIF,014014011:11,38567,Victor Basch Goussainville,Marché
453,StopPoint:8:30216,014014011:11,38043,Victor Basch,Les Montagnettes,StopPoint:Node:252857711,CIF,014014011:11,38043,Victor Basch Goussainville,Les Montagnettes
455,StopPoint:8:30218,014014011:11,38797,Victor Basch,Le Moulin,StopPoint:Node:837569719,CIF,014014011:11,38797,Victor Basch Goussainville,Le Moulin
458,StopPoint:8:30245,014014011:11,419475,Victor Basch,Sécurité Sociale,StopPoint:Node:504477783,CIF,014014011:11,419475,Victor Basch Goussainville,Sécurité Sociale
460,StopPoint:8:30247,014014011:11,38582,Victor Basch,Avenue des Tilleuls,StopPoint:Node:837350679,CIF,014014011:11,38582,Victor Basch Goussainville,Avenue des Tilleuls
462,StopPoint:8:30250,014014011:11,419600,Victor Basch,Victor Basch,StopPoint:Node:252750242,CIF,014014011:11,419600,Victor Basch Goussainville,Victor Basch
463,StopPoint:8:30478,014014011:11,414427,Victor Basch,Lycée Paul Eluard,StopPoint:Node:3453888612,CIF,014014011:11,414427,Victor Basch Goussainville,Lycée Paul Eluard
465,StopPoint:8:30552,014014011:11,419722,Victor Basch,Les Charmilles,StopPoint:Node:837569760,CIF,014014011:11,419722,Victor Basch Goussainville,Charmilles
466,StopPoint:8:30555,014014011:11,419770,Victor Basch,Mairie,StopPoint:Node:2481703587,CIF,014014011:11,419770,Victor Basch Goussainville,Mairie
469,StopPoint:8:30558,014014011:11,420197,Victor Basch,Pont Chinois,StopPoint:Node:837569756,CIF,014014011:11,420197,Victor Basch Goussainville,Pont Chinois
470,StopPoint:8:30559,014014011:11,419671,Victor Basch,Pont à l'Huile,StopPoint:Node:4326160288,CIF,014014011:11,419671,Victor Basch Goussainville,Pont à l'Huile
474,StopPoint:8:30170,014014030:30B,38484,Goussainville RER D,Chapellerie,StopPoint:Node:5320764716,CIF,014014030:30B,38484,Gare de Goussainville,Chapellerie
476,StopPoint:8:30174,014014030:30B,38508,Goussainville RER D,Collège Montaigne,StopPoint:Node:5320764715,CIF,014014030:30B,38508,Gare de Goussainville,Collège Montaigne
477,StopPoint:8:30204,014014030:30B,38442,Goussainville RER D,Lycée Romain Rolland,StopPoint:Node:5320764711,CIF,014014030:30B,38442,Gare de Goussainville,Lycée Romain Rolland
478,StopPoint:8:30210,014014030:30B,37968,Goussainville RER D,Marcel Cerdan,StopPoint:Node:5320764709,CIF,014014030:30B,37968,Gare de Goussainville,Marcel Cerdan
479,StopPoint:8:30246,014014030:30B,38102,Goussainville RER D,Avenue des Tilleuls,StopPoint:Node:837350647,CIF,014014030:30B,38102,Gare de Goussainville,Avenue des Tilleuls
480,StopPoint:8:30161,014014032:32,38429,Victor Basch,Ampère/Chartrel,StopPoint:Node:837350622,CIF,014014032:32,38429,Goussainville Victor Basch,Ampère - Chartrel
483,StopPoint:8:30163,014014032:32,423556,Victor Basch,Calvaire,StopPoint:Node:372714306,CIF,014014032:32,423556,Goussainville Victor Basch,Calvaire
488,StopPoint:8:30171,014014032:32,37971,Victor Basch,Chapellerie,StopPoint:Node:837350682,CIF,014014032:32,37971,Goussainville Victor Basch,Chapellerie
491,StopPoint:8:30173,014014032:32,419733,Victor Basch,La Charmeuse,StopPoint:Node:252857714,CIF,014014032:32,419733,Goussainville Victor Basch,La Charmeuse
494,StopPoint:8:30180,014014032:32,38764,Victor Basch,Centre de Secours,StopPoint:Node:370631944,CIF,014014032:32,38764,Goussainville Victor Basch,Centre de Secours
495,StopPoint:8:30183,014014032:32,37988,Victor Basch,Descartes,StopPoint:Node:837350652,CIF,014014032:32,37988,Goussainville Victor Basch,Descartes
498,StopPoint:8:30185,014014032:32,37990,Victor Basch,École Gabriel péri,StopPoint:Node:345242675,CIF,014014032:32,37990,Goussainville Victor Basch,École Gabriel Péri
499,StopPoint:8:30202,014014032:32,37998,Victor Basch,Henri Dunant,StopPoint:Node:837350700,CIF,014014032:32,37998,Goussainville Victor Basch,Henri Dunant
502,StopPoint:8:30207,014014032:32,38578,Victor Basch,Mairie de Goussainville,StopPoint:Node:252857717,CIF,014014032:32,38578,Goussainville Victor Basch,Mairie
505,StopPoint:8:30209,014014032:32,38567,Victor Basch,Marché,StopPoint:Node:837350645,CIF,014014032:32,38567,Goussainville Victor Basch,Marché
507,StopPoint:8:30210,014014032:32,37968,Victor Basch,Marcel Cerdan,StopPoint:Node:5320764709,CIF,014014032:32,37968,Goussainville Victor Basch,Marcel Cerdan
514,StopPoint:8:30216,014014032:32,38043,Victor Basch,Les Montagnettes,StopPoint:Node:252857711,CIF,014014032:32,38043,Goussainville Victor Basch,Les Montagnettes
517,StopPoint:8:30218,014014032:32,38797,Victor Basch,Le Moulin,StopPoint:Node:837569719,CIF,014014032:32,38797,Goussainville Victor Basch,Le Moulin
520,StopPoint:8:30247,014014032:32,38582,Victor Basch,Avenue des Tilleuls,StopPoint:Node:837350679,CIF,014014032:32,38582,Goussainville Victor Basch,Avenue des Tilleuls
523,StopPoint:8:30250,014014032:32,419600,Victor Basch,Victor Basch,StopPoint:Node:252750242,CIF,014014032:32,419600,Goussainville Victor Basch,Victor Basch
526,StopPoint:8:30550,014014032:32,38447,Victor Basch,Avenue Bocquet,StopPoint:Node:837569736,CIF,014014032:32,38447,Goussainville Victor Basch,Avenue Bocquet
529,StopPoint:8:30552,014014032:32,419722,Victor Basch,Les Charmilles,StopPoint:Node:837569760,CIF,014014032:32,419722,Goussainville Victor Basch,Charmilles
532,StopPoint:8:30554,014014032:32,38789,Victor Basch,Chemin de Saint Denis,StopPoint:Node:837569754,CIF,014014032:32,38789,Goussainville Victor Basch,Chemin de Saint-Denis
535,StopPoint:8:30558,014014032:32,420197,Victor Basch,Pont Chinois,StopPoint:Node:837569756,CIF,014014032:32,420197,Goussainville Victor Basch,Pont Chinois
538,StopPoint:8:30562,014014032:32,38098,Victor Basch,La Talmouse,StopPoint:Node:837569720,CIF,014014032:32,38098,Goussainville Victor Basch,La Talmouse
540,StopPoint:8:30797,014014032:32,426805,Victor Basch,Aéroport CDG1 - Gare,StopPoint:Node:1889619591,CIF,014014032:32,426805,Goussainville Victor Basch,Roissypole
546,StopPoint:8:30164,014014033:33,38461,Les Noues - Gare,Camélinat,StopPoint:Node:837209781,CIF,014014033:33,38461,Les Noues RER,Camélinat
548,StopPoint:8:30206,014014033:33,38013,Les Noues - Gare,Mairie de Goussainville,StopPoint:Node:252857718,CIF,014014033:33,38013,Les Noues RER,Mairie
549,StopPoint:8:30207,014014033:33,38578,Les Noues - Gare,Mairie de Goussainville,StopPoint:Node:252857717,CIF,014014033:33,38578,Les Noues RER,Mairie
551,StopPoint:8:30215,014014033:33,38042,Les Noues - Gare,Les Montagnettes,StopPoint:Node:252857710,CIF,014014033:33,38042,Les Noues RER,Les Montagnettes
552,StopPoint:8:30216,014014033:33,38043,Les Noues - Gare,Les Montagnettes,StopPoint:Node:252857711,CIF,014014033:33,38043,Les Noues RER,Les Montagnettes
553,StopPoint:8:30187,014014034:34,38515,Les Noues - Gare,Ecole Jean Jaurès,StopPoint:Node:252750230,CIF,014014034:34,38515,Les Noues RER,École Jean Jaurès
554,StopPoint:7:10047,014014043:43,18999,Aéroport CDG1 RER B,Lycée d'Aulnay,StopPoint:Node:1832497885,CIF,014014043:43,18999,Aéroport CDG1 RER B,Lycée d'Aulnay
555,StopPoint:7:10461,014014043:43,19401,Aéroport CDG1 RER B,Gaston Bussière,StopPoint:Node:2124497612,CIF,014014043:43,19401,Aéroport CDG1 RER B,Gaston Bussière
556,StopPoint:7:10058,014014093:93,39016,Pablo Picasso,O'Parinor Louis Armand,StopPoint:Node:5319891214,CIF,014014093:93,39016,Bobigny – Pablo Picasso,O'Parinor – Louis Armand
557,StopPoint:8:30164,014014099:Gbus,38461,Goussainville RER D,Camélinat,StopPoint:Node:837209781,CIF,014014099:Gbus,38461,Goussainville RER,Camélinat
558,StopPoint:8:30166,014014099:Gbus,38457,Goussainville RER D,Cachin Blatreux,StopPoint:Node:345242715,CIF,014014099:Gbus,38457,Goussainville RER,Cachin Blatreux
559,StopPoint:8:30167,014014099:Gbus,38478,Goussainville RER D,Carrefour de l Europe,StopPoint:Node:372723106,CIF,014014099:Gbus,38478,Goussainville RER,Carrefour de l'Europe
