,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
14426,StopPoint:59:3687425,100100096:96,37591,GARE MONTPARNASSE,SAINT-GERMAIN - ODEON,StopPoint:Node:1692424974,100100096:96,37591,Gare Montparnasse,Saint-Germain - Odéon
14427,StopPoint:59:3687435,100100096:96,37580,PORTE DES LILAS,PLACE DES VOSGES,StopPoint:Node:717532864,100100096:96,37580,Porte des Lilas,Place des Vosges
14429,StopPoint:59:3687436,100100096:96,37578,GARE MONTPARNASSE,PLACE DES VOSGES,StopPoint:Node:1468378330,100100096:96,37578,Gare Montparnasse,Place des Vosges
14430,StopPoint:59:3687437,100100096:96,37589,PORTE DES LILAS,SAINT-CLAUDE,StopPoint:Node:2042462204,100100096:96,37589,Porte des Lilas,Saint-Claude
14432,StopPoint:59:3687438,100100096:96,37588,GARE MONTPARNASSE,SAINT-CLAUDE,StopPoint:Node:5614766844,100100096:96,37588,Gare Montparnasse,Saint-Claude
14433,StopPoint:59:3687439,100100096:96,37586,PORTE DES LILAS,BRETAGNE,StopPoint:Node:5603092947,100100096:96,37586,Porte des Lilas,Bretagne
14435,StopPoint:59:3687440,100100096:96,37573,GARE MONTPARNASSE,BRETAGNE,StopPoint:Node:5614766846,100100096:96,37573,Gare Montparnasse,Bretagne
14436,StopPoint:59:3687441,100100096:96,37525,PORTE DES LILAS,OBERKAMPF - FILLES DU CALVAIRE,StopPoint:Node:4955783405,100100096:96,37525,Porte des Lilas,Oberkampf - Filles du Calvaire
14437,StopPoint:59:3687442,100100096:96,37542,PORTE DES LILAS,OBERKAMPF - RICHARD LENOIR,StopPoint:Node:5603092944,100100096:96,37542,Porte des Lilas,Oberkampf - Richard Lenoir
14438,StopPoint:59:3687443,100100096:96,26371,PORTE DES LILAS,PARMENTIER - REPUBLIQUE,StopPoint:Node:5603882936,100100096:96,26371,Porte des Lilas,Parmentier - République
14439,StopPoint:59:3687446,100100096:96,37567,PORTE DES LILAS,JULIEN LACROIX,StopPoint:Node:5603882934,100100096:96,37567,Porte des Lilas,Julien Lacroix
14441,StopPoint:59:3687447,100100096:96,37574,GARE MONTPARNASSE,JULIEN LACROIX,StopPoint:Node:4907290021,100100096:96,37574,Gare Montparnasse,Julien Lacroix
14442,StopPoint:59:3687448,100100096:96,37572,PORTE DES LILAS,HENRI CHEVREAU,StopPoint:Node:2042462243,100100096:96,37572,Porte des Lilas,Henri Chevreau
14444,StopPoint:59:3687449,100100096:96,37571,GARE MONTPARNASSE,HENRI CHEVREAU,StopPoint:Node:4907289521,100100096:96,37571,Gare Montparnasse,Henri Chevreau
14445,StopPoint:59:3687450,100100096:96,37527,PORTE DES LILAS,PYRENEES - MENILMONTANT,StopPoint:Node:2655920228,100100096:96,37527,Porte des Lilas,Pyrénées - Ménilmontant
14447,StopPoint:59:3687451,100100096:96,37528,GARE MONTPARNASSE,PYRENEES - MENILMONTANT,StopPoint:Node:2655920235,100100096:96,37528,Gare Montparnasse,Pyrénées - Ménilmontant
14448,StopPoint:59:3687452,100100096:96,37569,PORTE DES LILAS,MENILMONTANT - PELLEPORT,StopPoint:Node:2206863676,100100096:96,37569,Porte des Lilas,Ménilmontant - Pelleport
14450,StopPoint:59:3687453,100100096:96,37587,GARE MONTPARNASSE,MENILMONTANT - PELLEPORT,StopPoint:Node:2206863550,100100096:96,37587,Gare Montparnasse,Ménilmontant - Pelleport
14451,StopPoint:59:3687454,100100096:96,37576,PORTE DES LILAS,SAINT-FARGEAU,StopPoint:Node:2206746847,100100096:96,37576,Porte des Lilas,Saint-Fargeau
14452,StopPoint:59:3687460,100100096:96,37581,PORTE DES LILAS,PORTE DES LILAS,StopPoint:Node:5577802440,100100096:96,37581,Porte des Lilas,Porte des Lilas
14457,StopPoint:59:3687460,100100096:96,37581,GARE MONTPARNASSE,PORTE DES LILAS,StopPoint:Node:5614766858,100100096:96,37581,Gare Montparnasse,Porte des Lilas
14459,StopPoint:59:3687462,100100096:96,37579,GARE MONTPARNASSE,BELLEVILLE - MENILMONTANT,StopPoint:Node:2042462239,100100096:96,37579,Gare Montparnasse,Belleville - Ménilmontant
14461,StopPoint:59:3687463,100100096:96,37583,GARE MONTPARNASSE,COURONNES,StopPoint:Node:4907290526,100100096:96,37583,Gare Montparnasse,Couronnes
14463,StopPoint:59:3687464,100100096:96,37590,GARE MONTPARNASSE,MAISON DES METALLOS,StopPoint:Node:1289287646,100100096:96,37590,Gare Montparnasse,Maison des Métallos
14465,StopPoint:59:3687465,100100096:96,37585,GARE MONTPARNASSE,PARMENTIER,StopPoint:Node:4593337595,100100096:96,37585,Gare Montparnasse,Parmentier
14467,StopPoint:59:3687466,100100096:96,37584,GARE MONTPARNASSE,JEAN-PIERRE TIMBAUD - RICHARD LENOIR,StopPoint:Node:4593337191,100100096:96,37584,Gare Montparnasse,Jean-Pierre Timbaud - Richard Lenoir
14469,StopPoint:59:3687467,100100096:96,37526,GARE MONTPARNASSE,OBERKAMPF - FILLES DU CALVAIRE,StopPoint:Node:5406144339,100100096:96,37526,Gare Montparnasse,Oberkampf - Filles du Calvaire
14471,StopPoint:59:3687469,100100096:96,39821,GARE MONTPARNASSE,CHATELET - HOTEL DE VILLE,StopPoint:Node:2073394390,100100096:96,39821,Gare Montparnasse,Châtelet
14474,StopPoint:59:3687470,100100096:96,36492,GARE MONTPARNASSE,CITE - PALAIS DE JUSTICE,StopPoint:Node:827320004,100100096:96,36492,Gare Montparnasse,Cité - Palais de Justice
14475,StopPoint:59:3687470,100100096:96,36492,GARE MONTPARNASSE,CITE - PALAIS DE JUSTICE,StopPoint:Node:827320004,100100096:96,36492,Gare Montparnasse,Cité - Palais de Justice
14477,StopPoint:59:3687471,100100096:96,40032,GARE MONTPARNASSE,SAINT-MICHEL,StopPoint:Node:489458436,100100096:96,40032,Gare Montparnasse,Saint-Michel
14478,StopPoint:59:3687472,100100096:96,26781,GARE MONTPARNASSE,EGLISE SAINT-SULPICE,StopPoint:Node:262241541,100100096:96,26781,Gare Montparnasse,Église Saint-Sulpice
14479,StopPoint:59:3687473,100100096:96,22645,GARE MONTPARNASSE,PLACE DU 18 JUIN 1940 - RUE DE L'ARRIVEE,StopPoint:Node:2876905478,100100096:96,22645,Gare Montparnasse,Place du 18 Juin 1940 - Rue de l'Arrivée
14481,StopPoint:59:3695558,100100096:96,36947,GARE MONTPARNASSE,HOTEL DE VILLE,StopPoint:Node:2073394402,100100096:96,36947,Gare Montparnasse,Hôtel de Ville
14482,StopPoint:59:5018385,100100096:96,427505,PORTE DES LILAS,CITE - PALAIS DE JUSTICE,StopPoint:Node:831428176,100100096:96,427505,Porte des Lilas,Cité - Palais de Justice
14483,StopPoint:59:6591550,100100096:96,37570,PORTE DES LILAS,SAINT-MAUR - JEAN AICARD,StopPoint:Node:2878817144,100100096:96,37570,Porte des Lilas,Saint-Maur - Jean Aicard
14484,StopPoint:59:6591551,100100096:96,37575,PORTE DES LILAS,BELLEVILLE - MENILMONTANT,StopPoint:Node:2124630284,100100096:96,37575,Porte des Lilas,Belleville - Ménilmontant
14485,StopPoint:59:7376191,100100096:96,37568,PORTE DES LILAS,GARE MONTPARNASSE,StopPoint:Node:968108705,100100096:96,37568,Porte des Lilas,Gare Montparnasse
14488,StopPoint:59:7376191,100100096:96,37568,GARE MONTPARNASSE,GARE MONTPARNASSE,StopPoint:Node:968108705,100100096:96,37568,Gare Montparnasse,Gare Montparnasse
14489,StopPoint:59:3740542,100100097:PC1,9122,PORTE DE CHAMPERRET,PORTE DE PASSY,StopPoint:Node:5110242506,100100097:PC1,9122,Porte de Champerret,Porte de Passy
14491,StopPoint:59:3740544,100100097:PC1,39333,PORTE DE CHAMPERRET,RAFFET,StopPoint:Node:5110242507,100100097:PC1,39333,Porte de Champerret,Raffet
14493,StopPoint:59:3740546,100100097:PC1,9123,PORTE DE CHAMPERRET,ALFRED CAPUS,StopPoint:Node:2042462100,100100097:PC1,9123,Porte de Champerret,Alfred Capus
14495,StopPoint:59:3813157,100100097:PC1,23518,PORTE DE CHAMPERRET,PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU,StopPoint:Node:2386426190,100100097:PC1,23518,Porte de Champerret,Pont du Garigliano
14497,StopPoint:59:3813159,100100097:PC1,25507,PORTE DE CHAMPERRET,VERSAILLES - EXELMANS,StopPoint:Node:1025558273,100100097:PC1,25507,Porte de Champerret,Versailles - Exelmans
14500,StopPoint:59:3813161,100100097:PC1,23519,PORTE DE CHAMPERRET,VERSAILLES - CHARDON LAGACHE,StopPoint:Node:1025401751,100100097:PC1,23519,Porte de Champerret,Versailles – Chardon Lagache
14503,StopPoint:59:3813163,100100097:PC1,22792,PORTE DE CHAMPERRET,PORTE DE SAINT-CLOUD - MURAT,StopPoint:Node:1060104543,100100097:PC1,22792,Porte de Champerret,Porte de Saint-Cloud–Murat
14505,StopPoint:59:3813165,100100097:PC1,23522,PORTE DE CHAMPERRET,PORTE DE SAINT-CLOUD - MICHEL ANGE,StopPoint:Node:1634013572,100100097:PC1,23522,Porte de Champerret,Porte de Saint-Cloud - Michel-Ange
14508,StopPoint:59:3813167,100100097:PC1,23521,PORTE DE CHAMPERRET,LYCEE CLAUDE BERNARD,StopPoint:Node:1022484438,100100097:PC1,23521,Porte de Champerret,Lycée Claude Bernard
14511,StopPoint:59:3813169,100100097:PC1,18720,PORTE DE CHAMPERRET,PORTE MOLITOR,StopPoint:Node:1021083504,100100097:PC1,18720,Porte de Champerret,Porte Molitor
14514,StopPoint:59:3813171,100100097:PC1,18722,PORTE DE CHAMPERRET,PORTE D'AUTEUIL,StopPoint:Node:1166504887,100100097:PC1,18722,Porte de Champerret,Porte d'Auteuil
14517,StopPoint:59:3813179,100100097:PC1,25345,PORTE DE CHAMPERRET,ERNEST HEBERT,StopPoint:Node:1752831325,100100097:PC1,25345,Porte de Champerret,Ernest Hebert
14519,StopPoint:59:3813181,100100097:PC1,25344,PORTE DE CHAMPERRET,PORTE DE LA MUETTE,StopPoint:Node:957634805,100100097:PC1,25344,Porte de Champerret,Porte de la Muette
14521,StopPoint:59:3813183,100100097:PC1,25346,PORTE DE CHAMPERRET,DUFRENOY,StopPoint:Node:2042462233,100100097:PC1,25346,Porte de Champerret,Dufrenoy
14523,StopPoint:59:3813185,100100097:PC1,10113,PORTE DE CHAMPERRET,LONGCHAMP,StopPoint:Node:945462430,100100097:PC1,10113,Porte de Champerret,Longchamp
14525,StopPoint:59:3813187,100100097:PC1,23516,PORTE DE CHAMPERRET,PORTE DAUPHINE - MARECHAL DE LATTRE DE TASSIGNY,StopPoint:Node:2531866592,100100097:PC1,23516,Porte de Champerret,Porte Dauphine - Maréchal De Lattre De Tassigny
14526,StopPoint:59:3813189,100100097:PC1,25341,PORTE DE CHAMPERRET,MARBEAU,StopPoint:Node:2042462296,100100097:PC1,25341,Porte de Champerret,Marbeau
14528,StopPoint:59:3813191,100100097:PC1,23513,PORTE DE CHAMPERRET,PORTE MAILLOT - MALAKOFF,StopPoint:Node:5110559215,100100097:PC1,23513,Porte de Champerret,Porte Maillot - Malakoff
14531,StopPoint:59:3813196,100100097:PC1,22785,PORTE DE CHAMPERRET,GENERAL KOENIG - PALAIS DES CONGRES,StopPoint:Node:605199035,100100097:PC1,22785,Porte de Champerret,Général Koenig - Palais des Congrès
14533,StopPoint:59:3813198,100100097:PC1,34188,PORTE DE CHAMPERRET,PORTE DE VILLIERS,StopPoint:Node:605199518,100100097:PC1,34188,Porte de Champerret,Porte de Villiers
14535,StopPoint:59:3813200,100100097:PC1,422802,PORTE DE CHAMPERRET,PORTE DE CHAMPERRET,StopPoint:Node:605202048,100100097:PC1,422802,Porte de Champerret,Porte de Champerret
14541,StopPoint:59:3813194,100100099:PC3,29456,PORTE MAILLOT - PERSHING,PORTE MAILLOT - PALAIS DES CONGRES,StopPoint:Node:5097090224,100100099:PC3,29456,Porte Maillot - Pershing,Porte Maillot - Palais des Congrès
14542,StopPoint:59:3813197,100100099:PC3,36961,PORTE MAILLOT - PERSHING,GENERAL KOENIG - PALAIS DES CONGRES,StopPoint:Node:5097090226,100100099:PC3,36961,Porte Maillot - Pershing,Général Koenig - Palais des Congrès
14544,StopPoint:59:3813199,100100099:PC3,22786,PORTE MAILLOT - PERSHING,PORTE DE VILLIERS,StopPoint:Node:605199257,100100099:PC3,22786,Porte Maillot - Pershing,Porte de Villiers
14546,StopPoint:59:3813202,100100099:PC3,22787,PORTE MAILLOT - PERSHING,PORTE DE CHAMPERRET - STEPHANE MALLARME,StopPoint:Node:605201895,100100099:PC3,22787,Porte Maillot - Pershing,Porte de Champerret – Stéphane Mallarmé
14550,StopPoint:59:6613808,100100099:PC3,36957,PORTE MAILLOT - PERSHING,PORTE MAILLOT - PERSHING,StopPoint:Node:605193224,100100099:PC3,36957,Porte Maillot - Pershing,Porte Maillot - Pershing
14551,StopPoint:59:6613815,100100099:PC3,36971,PORTE MAILLOT - PERSHING,PORTE DE COURCELLES,StopPoint:Node:2042462360,100100099:PC3,36971,Porte Maillot - Pershing,Porte de Courcelles
14554,StopPoint:59:3672115,100100102:102,7766,BOIS-PERRIER-RER - ROSNY 2,LA POSTE,StopPoint:Node:2841627121,100100102:102,7766,Rosny–Bois-Perrier RER–Rosny 2,La Poste
14555,StopPoint:59:4364044,100100102:102,19887,GAMBETTA,VAN DERHEYDEN,StopPoint:Node:1778481279,100100102:102,19887,Gambetta,Van Derheyden
14557,StopPoint:59:5922169,100100102:102,26372,GAMBETTA,REPUBLIQUE - ROBESPIERRE,StopPoint:Node:1402799846,100100102:102,26372,Gambetta,République - Robespierre
14558,StopPoint:59:6263545,100100102:102,37553,GAMBETTA,LA POSTE,StopPoint:Node:2841627123,100100102:102,37553,Gambetta,La Poste
14559,StopPoint:59:6263547,100100102:102,26330,GAMBETTA,CENTRE DE SANTE,StopPoint:Node:2841627118,100100102:102,26330,Gambetta,Centre de Santé
14560,StopPoint:59:6263551,100100102:102,26331,GAMBETTA,GENERAL DE GAULLE,StopPoint:Node:2416347199,100100102:102,26331,Gambetta,Général de Gaulle
14561,StopPoint:59:6263593,100100102:102,425353,GAMBETTA,MAIRIE DE MONTREUIL - ROUGET DE LISLE,StopPoint:Node:1321886484,100100102:102,425353,Gambetta,Mairie de Montreuil-Rouget de Lisle
14563,StopPoint:59:6263595,100100102:102,36974,GAMBETTA,CROIX DE CHAVAUX - ROUGET DE LISLE,StopPoint:Node:1321886604,100100102:102,36974,Gambetta,Croix de Chavaux-Rouget de Lisle
14564,StopPoint:59:6591573,100100102:102,37593,GAMBETTA,BOIS-PERRIER NORD,StopPoint:Node:1778481285,100100102:102,37593,Gambetta,Bois-Perrier Nord
14566,StopPoint:59:6591741,100100102:102,26102,BOIS-PERRIER-RER - ROSNY 2,BOIS-PERRIER NORD,StopPoint:Node:1778481291,100100102:102,26102,Rosny–Bois-Perrier RER–Rosny 2,Bois-Perrier Nord
14568,StopPoint:59:3619792,100100103:103,27509,MARCHE INTERNATIONAL DE RUNGIS,MAIRIE D'ALFORTVILLE,StopPoint:Node:2917717260,100100103:103,27509,Rungis - Marché International,Mairie d'Alfortville
14570,StopPoint:59:3619796,100100103:103,27499,MARCHE INTERNATIONAL DE RUNGIS,MAISONS-ALFORT - ALFORTVILLE RER,StopPoint:Node:2283145494,100100103:103,27499,Rungis - Marché International,Maisons-Alfort - Alfortville RER
14571,StopPoint:59:3619797,100100103:103,27502,ECOLE VETERINAIRE DE MAISONS-ALFORT,MAISONS-ALFORT - ALFORTVILLE RER,StopPoint:Node:5650092118,100100103:103,27502,École Vétérinaire de Maisons-Alfort,Maisons-Alfort - Alfortville RER
14573,StopPoint:59:3620242,100100103:103,7769,ECOLE VETERINAIRE DE MAISONS-ALFORT,CHOISY-LE-ROI RER,StopPoint:Node:383554390,100100103:103,7769,École Vétérinaire de Maisons-Alfort,Choisy-le-Roi RER
14575,StopPoint:59:3620243,100100103:103,36936,MARCHE INTERNATIONAL DE RUNGIS,CHOISY-LE-ROI RER,StopPoint:Node:383554389,100100103:103,36936,Rungis - Marché International,Choisy-le-Roi RER
14576,StopPoint:59:3686308,100100103:103,39506,ECOLE VETERINAIRE DE MAISONS-ALFORT,UNION,StopPoint:Node:3477212907,100100103:103,39506,École Vétérinaire de Maisons-Alfort,Union
14577,StopPoint:59:3686311,100100103:103,39507,ECOLE VETERINAIRE DE MAISONS-ALFORT,MAIRIE D'ALFORTVILLE,StopPoint:Node:775732049,100100103:103,39507,École Vétérinaire de Maisons-Alfort,Mairie d'Alfortville
14579,StopPoint:59:3686332,100100103:103,27510,MARCHE INTERNATIONAL DE RUNGIS,DIGUE-REVOLUTION,StopPoint:Node:390842348,100100103:103,27510,Rungis - Marché International,Digue - Révolution
14580,StopPoint:59:3686333,100100103:103,27494,ECOLE VETERINAIRE DE MAISONS-ALFORT,DIGUE-REVOLUTION,StopPoint:Node:390842337,100100103:103,27494,École Vétérinaire de Maisons-Alfort,Digue-Révolution
14582,StopPoint:59:3686349,100100103:103,36131,ECOLE VETERINAIRE DE MAISONS-ALFORT,RENE PANHARD,StopPoint:Node:294082543,100100103:103,36131,École Vétérinaire de Maisons-Alfort,René Panhard
14583,StopPoint:59:3686350,100100103:103,25202,MARCHE INTERNATIONAL DE RUNGIS,PANHARD - HUGO,StopPoint:Node:390525407,100100103:103,25202,Rungis - Marché International,Panhard - Hugo
14585,StopPoint:59:3686352,100100103:103,8368,MARCHE INTERNATIONAL DE RUNGIS,MAIRIE DE THIAIS,StopPoint:Node:390525411,100100103:103,8368,Rungis - Marché International,Mairie de Thiais
14587,StopPoint:59:3686356,100100103:103,40422,MARCHE INTERNATIONAL DE RUNGIS,LOUIS DUPERREY,StopPoint:Node:1199514255,100100103:103,40422,Rungis - Marché International,Louis Duperrey
14589,StopPoint:59:3686367,100100103:103,11224,ECOLE VETERINAIRE DE MAISONS-ALFORT,PORTE DE THIAIS,StopPoint:Node:5250003336,100100103:103,11224,École Vétérinaire de Maisons-Alfort,Porte de Thiais
14591,StopPoint:59:3686421,100100103:103,26535,MARCHE INTERNATIONAL DE RUNGIS,ROUGET DE LISLE,StopPoint:Node:383554392,100100103:103,26535,Rungis - Marché International,Rouget de Lisle
14593,StopPoint:59:3686422,100100103:103,42053,ECOLE VETERINAIRE DE MAISONS-ALFORT,ROUGET DE LISLE,StopPoint:Node:2365326740,100100103:103,42053,École Vétérinaire de Maisons-Alfort,Rouget de Lisle
14595,StopPoint:59:3686434,100100103:103,25200,ECOLE VETERINAIRE DE MAISONS-ALFORT,LOUIS DUPERREY,StopPoint:Node:1199514254,100100103:103,25200,École Vétérinaire de Maisons-Alfort,Louis Duperrey
14597,StopPoint:59:3686435,100100103:103,25199,ECOLE VETERINAIRE DE MAISONS-ALFORT,PERREUX,StopPoint:Node:390525412,100100103:103,25199,École Vétérinaire de Maisons-Alfort,Perreux
14599,StopPoint:59:3686436,100100103:103,25198,ECOLE VETERINAIRE DE MAISONS-ALFORT,MAIRIE DE THIAIS,StopPoint:Node:390525410,100100103:103,25198,École Vétérinaire de Maisons-Alfort,Mairie de Thiais
14601,StopPoint:59:3686437,100100103:103,25197,ECOLE VETERINAIRE DE MAISONS-ALFORT,PANHARD - HUGO,StopPoint:Node:390525406,100100103:103,25197,École Vétérinaire de Maisons-Alfort,Panhard - Hugo
14602,StopPoint:59:3781667,100100103:103,39343,ECOLE VETERINAIRE DE MAISONS-ALFORT,ECOLE VETERINAIRE DE MAISONS-ALFORT,StopPoint:Node:1966996133,100100103:103,39343,École Vétérinaire de Maisons-Alfort,École Vétérinaire de Maisons-Alfort
14603,StopPoint:59:4314844,100100103:103,37473,MARCHE INTERNATIONAL DE RUNGIS,PORTE DE THIAIS,StopPoint:Node:5406873966,100100103:103,37473,Rungis - Marché International,Porte de Thiais
14604,StopPoint:59:4390974,100100103:103,27278,MARCHE INTERNATIONAL DE RUNGIS,CIMETIERE PARISIEN DE THIAIS,StopPoint:Node:4987975418,100100103:103,27278,Rungis - Marché International,Cimetière Parisien de Thiais
14605,StopPoint:59:4480117,100100103:103,29845,MARCHE INTERNATIONAL DE RUNGIS,BRETAGNE,StopPoint:Node:4930327538,100100103:103,29845,Rungis - Marché International,Bretagne
14606,StopPoint:59:5396937,100100103:103,415865,MARCHE INTERNATIONAL DE RUNGIS,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:3521700238,100100103:103,415865,Rungis - Marché International,Marché International de Rungis
14611,StopPoint:59:5396937,100100103:103,415865,ECOLE VETERINAIRE DE MAISONS-ALFORT,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:3521700238,100100103:103,415865,École Vétérinaire de Maisons-Alfort,Marché International de Rungis
14612,StopPoint:59:6563554,100100103:103,26677,MARCHE INTERNATIONAL DE RUNGIS,RENE PANHARD,StopPoint:Node:390525408,100100103:103,26677,Rungis - Marché International,René Panhard
14613,StopPoint:59:7153095,100100103:103,29856,MARCHE INTERNATIONAL DE RUNGIS,AUGUSTE PERRET,StopPoint:Node:5406873965,100100103:103,29856,Rungis - Marché International,Auguste Perret
14615,StopPoint:59:7153152,100100103:103,27280,ECOLE VETERINAIRE DE MAISONS-ALFORT,CIMETIERE PARISIEN DE THIAIS,StopPoint:Node:4987975419,100100103:103,27280,École Vétérinaire de Maisons-Alfort,Cimetière Parisien de Thiais
14616,StopPoint:59:3686590,100100104:104,40152,SUCY-BONNEUIL RER,SUCY-BONNEUIL RER,StopPoint:Node:4614662291,100100104:104,40152,Sucy–Bonneuil RER,Sucy-Bonneuil RER
14618,StopPoint:59:3686590,100100104:104,40152,SUCY-BONNEUIL RER,SUCY-BONNEUIL RER,StopPoint:Node:4614662291,100100104:104,40152,Sucy–Bonneuil RER,Sucy-Bonneuil RER
14622,StopPoint:59:3686590,100100104:104,40152,SUCY-BONNEUIL RER,SUCY-BONNEUIL RER,StopPoint:Node:4614662291,100100104:104,40152,Sucy–Bonneuil RER,Sucy-Bonneuil RER
14624,StopPoint:59:3686590,100100104:104,40152,SUCY-BONNEUIL RER,SUCY-BONNEUIL RER,StopPoint:Node:4614662291,100100104:104,40152,Sucy–Bonneuil RER,Sucy-Bonneuil RER
14626,StopPoint:59:3686590,100100104:104,40152,ECOLE VETERINAIRE DE MAISONS-ALFORT,SUCY-BONNEUIL RER,StopPoint:Node:4614662291,100100104:104,40152,École Vétérinaire de Maisons-Alfort,Sucy-Bonneuil RER
14628,StopPoint:59:3446779,100100105:105,25955,MAIRIE DES PAVILLONS-SOUS-BOIS,JEANNE D'ARC,StopPoint:Node:574874357,100100105:105,25955,Mairie des Pavillons-sous-Bois,Jeanne d'Arc
14629,StopPoint:59:4614612,100100105:105,12838,PORTE DES LILAS-METRO,EGLISE DE BONDY,StopPoint:Node:480412400,100100105:105,12838,Porte des Lilas,Église de Bondy
14630,StopPoint:59:4614613,100100105:105,27542,MAIRIE DES PAVILLONS-SOUS-BOIS,EGLISE DE BONDY,StopPoint:Node:574874394,100100105:105,27542,Mairie des Pavillons-sous-Bois,Église de Bondy
14631,StopPoint:59:6575221,100100105:105,36896,MAIRIE DES PAVILLONS-SOUS-BOIS,LES BRUYERES,StopPoint:Node:2878817125,100100105:105,36896,Mairie des Pavillons-sous-Bois,Les Bruyères
14632,StopPoint:59:6575222,100100105:105,27397,PORTE DES LILAS-METRO,LES BRUYERES,StopPoint:Node:2875012651,100100105:105,27397,Porte des Lilas,Les Bruyères
14633,StopPoint:59:6575225,100100105:105,425845,PORTE DES LILAS-METRO,PAUL DE KOCK,StopPoint:Node:4795507950,100100105:105,425845,Porte des Lilas,Paul de Kock
14634,StopPoint:59:6575227,100100105:105,425837,PORTE DES LILAS-METRO,JOSEPH DEPINAY,StopPoint:Node:4892478836,100100105:105,425837,Porte des Lilas,Joseph Dépinay
